"platform","keyword","comment","label_emotion","","Label","","Total"
"TikTok","#kpop","Lagu yang terasa kayak “aku milih kamu”.","4","","","",""
"TikTok","#kpop","Ada spark tiap beat-nya.","4","","","",""
"TikTok","#kpop","Kayak ngerasain cinta versi paling lembut.","4","","","",""
"TikTok","#kpop","Cocok banget buat playlist falling in love.","4","","","",""
"TikTok","#kpop","Romantis tapi classy.","4","","","",""
"TikTok","#kpop","Cinta versi slow dan hangat.","4","","","",""
"TikTok","#kpop","Reff-nya kayak pelukan di bahu.","4","","","",""
"YouTube","#kpop","Lagu yang bikin kamu berani ngomong “aku suka kamu”.","4","","","",""
"YouTube","#kpop","Bikin hati berdebar halus.","4","","","",""
"YouTube","#kpop","Ini lagu kayak cerita cinta sederhana tapi indah.","4","","","",""
"YouTube","#kpop","Denger ini sambil senyum gak sadar.","4","","","",""
"YouTube","#kpop","Tipe lagu yang bikin kamu pengen kasih bunga ke seseorang.","4","","","",""
"YouTube","#kpop","Vibes-nya cozy banget.","4","","","",""
"YouTube","#kpop","Sweetness-nya wholesome.","4","","","",""
"YouTube","#kpop","Kayak dua orang saling suka tapi malu ngomong.","4","","","",""
"YouTube","#kpop","Ada cinta di tiap nadanya.","4","","","",""
"YouTube","#kpop","Denger ini sambil bayangin masa depan wkwk.","4","","","",""
"YouTube","#kpop","Ini lagu bikin aku percaya cinta manis itu real.","4","","","",""
"YouTube","#kpop","Gak tau kenapa, hati aku lembut denger ini.","4","","","",""
"YouTube","#kpop","Kayak pagi cerah bareng orang kamu suka.","4","","","",""
"TikTok","#kpop","Ini tuh cinta yang kalem.","4","","","",""
"TikTok","#kpop","Liriknya bikin hati meleleh pelan.","4","","","",""
"TikTok","#kpop","Cocok buat nari pelan sama pasangan.","4","","","",""
"TikTok","#kpop","Rasanya hangat banget, kayak selimut.","4","","","",""
"TikTok","#kpop","Ini lagu kayak ketemu tatapan yang bikin gugup.","4","","","",""
"TikTok","#kpop","Romance energy-nya tinggi.","4","","","",""
"TikTok","#kpop","Bikin aku pengen punya love story juga.","4","","","",""
"TikTok","#kpop","Kayak dicintai dengan sabar.","4","","","",""
"TikTok","#kpop","Lembut banget, gak kuat.","4","","","",""
"TikTok","#kpop","Lagu ini kayak senyum orang yang kamu suka.","4","","","",""
"TikTok","#kpop","Rasanya kayak dipeluk tanpa disentuh.","4","","","",""
"TikTok","#kpop","Manisnya gak ada obat.","4","","","",""
"TikTok","#kpop","Lagu yang cocok buat love confession.","4","","","",""
"TikTok","#kpop","Reff-nya bikin hati melting.","4","","","",""
"TikTok","#kpop","Sweet but mature vibes.","4","","","",""
"TikTok","#kpop","Romantis tapi nggak cringe.","4","","","",""
"TikTok","#kpop","Tiba-tiba pengen nonton sunset bareng seseorang.","4","","","",""
"TikTok","#kpop","Bikin aku inget betapa indahnya jatuh cinta.","4","","","",""
"TikTok","#kpop","Kayak ada cahaya hangat di dada tiap denger ini.","4","","","",""
"TikTok","#kpop","Denger ini bikin hal-hal kecil jadi terasa berarti.","4","","","",""
"TikTok","#kpop","Vokalnya intimate banget.","4","","","",""
"TikTok","#kpop","Ini kalo buat wedding slow dance sih pas banget.","4","","","",""
"TikTok","#kpop","Kayak ngebayangin dipandang dengan penuh sayang.","4","","","",""
"TikTok","#kpop","Bikin hati gemas rasanya.","4","","","",""
"TikTok","#kpop","Ini lagunya cinta yang gentle.","4","","","",""
"TikTok","#kpop","Kayak seseorang bilang “aku sayang kamu” tanpa ngomong.","4","","","",""
"TikTok","#kpop","Bikin perut ada butterfly-nya.","4","","","",""
"TikTok","#kpop","Lagu cinta paling lembut tahun ini.","4","","","",""
"TikTok","#kpop","Vibes-nya kayak hubungan yang sehat dan hangat.","4","","","",""
"TikTok","#kpop","Manisnya deep tapi simple.","4","","","",""
"TikTok","#kpop","Ini lagu kayak navigasi jatuh cinta pelan-pelan.","4","","","",""
"TikTok","#kpop","Cocok buat ngirim ke crush rahasia.","4","","","",""
"TikTok","#kpop","Aduh, soft banget rasanya.","4","","","",""
"TikTok","#kpop","Bikin pengen nempel sama pasangan semalaman.","4","","","",""
"TikTok","#kpop","Love story vibes 10/10.","4","","","",""
"TikTok","#kpop","Kalau cinta punya suara, mungkin kayak gini.","4","","","",""
"TikTok","#kpop","Ini lagu bikin hati aku tersenyum.","4","","","",""
"TikTok","#kpop","Kayak dicintai tanpa syarat.","4","","","",""
"TikTok","#kpop","Terima kasih untuk lagu yang bikin aku percaya cinta itu indah.","4","","","",""
"TikTok","#kpop","Lagu ini bikin emosi naik lagi padahal udah tenang.","5","","","",""
"TikTok","#kpop","Reff-nya marah banget, gue suka.","5","","","",""
"TikTok","#kpop","Vokalnya kerasa kayak teriak dari hati.","5","","","",""
"TikTok","#kpop","Ini lagu cocok buat ngelepas kemarahan yang ditahan.","5","","","",""
"TikTok","#kpop","Beat-nya beneran kayak napas orang lagi kesel.","5","","","",""
"TikTok","#kpop","Liriknya nusuk banget, nyindir tapi keras.","5","","","",""
"TikTok","#kpop","Lagu yang bikin kamu pengen ngomong: “udah cukup.”","5","","","",""
"TikTok","#kpop","Energinya agresif tapi satisfying.","5","","","",""
"TikTok","#kpop","Bikin inget semua orang yang pernah bikin sakit hati.","5","","","",""
"TikTok","#kpop","Reff-nya keras banget, kayak mau meledak.","5","","","",""
"TikTok","#kpop","Ini lagu cocok buat marah elegan.","5","","","",""
"TikTok","#kpop","Rasanya kayak ngebuang semua emosi kotor.","5","","","",""
"TikTok","#kpop","Bikin kepalan tangan otomatis kenceng.","5","","","",""
"YouTube","#kpop","Lagu ini kayak pintu terakhir sebelum meledak.","5","","","",""
"YouTube","#kpop","Bass-nya bikin dada panas.","5","","","",""
"YouTube","#kpop","Perfect buat teriak tanpa suara.","5","","","",""
"YouTube","#kpop","Setiap beat-nya kayak nyindir hidup.","5","","","",""
"YouTube","#kpop","Beneran enak buat ngeluarin uneg-uneg.","5","","","",""
"YouTube","#kpop","Lagu ini kerasa kayak “gue capek jadi baik.”","5","","","",""
"YouTube","#kpop","Ada energi memberontak yang enak banget.","5","","","",""
"YouTube","#kpop","Vibes-nya marah tapi stylish.","5","","","",""
"YouTube","#kpop","Liriknya pedes banget, suka!","5","","","",""
"YouTube","#kpop","Ini lagu kayak akhirnya bilang apa yang selama ini ditahan.","5","","","",""
"TikTok","#kpop","Bikin ingin banting pintu meski cuma dalam pikiran.","5","","","",""
"TikTok","#kpop","Marahnya bukan teriak, tapi tajam.","5","","","",""
"TikTok","#kpop","Reff-nya kayak pukulan pertama.","5","","","",""
"TikTok","#kpop","Lagu ini ngingetin aku kalau aku punya batas.","5","","","",""
"TikTok","#kpop","Energi dibakar habis-habisan.","5","","","",""
"TikTok","#kpop","Bikin pengen teriak “cukup!” di tengah jalan.","5","","","",""
"TikTok","#kpop","Ini lagu yang bikin kamu sadar kamu pantas marah.","5","","","",""
"TikTok","#kpop","Suaranya kasar tapi powerful.","5","","","",""
"TikTok","#kpop","Berasa kayak melepaskan racun dari dalam hati.","5","","","",""
"TikTok","#kpop","Marah tapi aesthetic banget.","5","","","",""
"TikTok","#kpop","Vibes-nya kayak bersihin luka yang udah lama.","5","","","",""
"TikTok","#kpop","Ada rasa benci yang tertata rapi.","5","","","",""
"TikTok","#kpop","Beat-nya ngedorong emosi keluar.","5","","","",""
"TikTok","#kpop","Bikin aku inget semua pengkhianatan.","5","","","",""
"TikTok","#kpop","Lagu ini kayak tamparan keras buat seseorang.","5","","","",""
"TikTok","#kpop","Energinya berapi-api.","5","","","",""
"TikTok","#kpop","Denger ini pas lagi kesel tuh lega banget.","5","","","",""
"TikTok","#kpop","Ini kayak soundtrack buat move on dengan marah.","5","","","",""
"TikTok","#kpop","Liriknya bukan sedih, tapi muak.","5","","","",""
"TikTok","#kpop","Reff-nya kayak ngeluarin semua sumpah serapah yang ditahan.","5","","","",""
"TikTok","#kpop","Lagu yang paling jujur tentang rasa kesal.","5","","","",""
"TikTok","#kpop","Bikin aku pengen cabut dari semua orang untuk sementara.","5","","","",""
"TikTok","#kpop","Ini kemarahan yang rapih, bukan chaos.","5","","","",""
"TikTok","#kpop","Vibes “aku udah muak” banget.","5","","","",""
"TikTok","#kpop","Kayak hati lagi mendidih.","5","","","",""
"TikTok","#kpop","Lagu ini berat tapi melegakan.","5","","","",""
"TikTok","#kpop","Cocok buat nendang hari yang jelek.","5","","","",""
"TikTok","#kpop","Nggak teriak tapi auranya galak.","5","","","",""
"TikTok","#kpop","Liriknya nyindir langsung ke tulang.","5","","","",""
"TikTok","#kpop","Ada energi balas dendam manis di sini.","5","","","",""
"TikTok","#kpop","Lagu ini bikin aku sadar aku deserve better.","5","","","",""
"TikTok","#kpop","Ini bukan marah biasa, ini marah yang sadar diri.","5","","","",""
"TikTok","#kpop","Beat-nya bikin darah panas.","5","","","",""
"TikTok","#kpop","Vokalnya penuh amarah tapi kontrol.","5","","","",""
"TikTok","#kpop","Bikin pengen ngeblok orang tanpa mikir dua kali.","5","","","",""
"TikTok","#kpop","Ada power yang meledak di setiap notenya.","5","","","",""
"TikTok","#kpop","Ini lagu yang kamu putar pas udah gak tahan.","5","","","",""
"TikTok","#kpop","Auranya gelap tapi kuat banget.","5","","","",""
"TikTok","#kpop","Rasanya kayak ngelepas rantai di dalam diri.","5","","","",""
"TikTok","#kpop","Beneran marah tapi classy.","5","","","",""
"TikTok","#kpop","Ini soundtrack bangkit setelah disakiti.","5","","","",""
"TikTok","#kpop","Bikin pengen smash pillow wkwk.","5","","","",""
"TikTok","#kpop","Lagu ini kayak bilang “gue nggak lagi baik-baik aja.”","5","","","",""
"TikTok","#kpop","Ada dendam manis di tiap liriknya.","5","","","",""
"TikTok","#kpop","Energinya intens tapi satisfying.","5","","","",""
"TikTok","#kpop","Bikin aku sadar kalau marah itu valid.","5","","","",""
"TikTok","#kpop","Suaranya kayak teriakan yang ditahan lama.","5","","","",""
"TikTok","#kpop","Lagu ini kayak buka pintu kemarahan yang terkunci.","5","","","",""
"TikTok","#kpop","Rasa kesalnya tuh raw.","5","","","",""
"TikTok","#kpop","Ini kayak versi musik dari “udah, stop.”","5","","","",""
"TikTok","#kpop","Burn-out vibes tapi marah.","5","","","",""
"TikTok","#kpop","Denger ini bikin pengen unfollow orang toxic.","5","","","",""
"TikTok","#kpop","Ini kemarahan yang gentle tapi nyata.","5","","","",""
"TikTok","#kpop","Beat drop-nya kayak ledakan kecil.","5","","","",""
"TikTok","#kpop","Seharusnya orang yang bikin lagu ini dipelukan… atau dikasih punching bag.","5","","","",""
"TikTok","#kpop","Ada kemarahan yang dewasa banget.","5","","","",""
"TikTok","#kpop","Vibes “gue udah gak mau ngalah lagi.”","5","","","",""
"TikTok","#kpop","Lagu ini kayak bikin kamu berdiri lagi setelah diinjak.","5","","","",""
"TikTok","#kpop","Reff-nya nyeret emosi keluar semua.","5","","","",""
"TikTok","#kpop","Terasa panas dalam cara yang enak.","5","","","",""
"TikTok","#kpop","Lagu ini intens banget sampe bikin ikutan panas.","5","","","",""
"TikTok","#kpop","Vibes broken tapi jadi kuat.","5","","","",""
"TikTok","#kpop","Bikin semangat buat ninggalin orang toxic.","5","","","",""
"TikTok","#kpop","Ini lagu marah yang punya kelas.","5","","","",""
"TikTok","#kpop","Kalau marah punya suara, bakal kayak gini.","5","","","",""
"TikTok","#kpop","Liriknya tuh tajam tapi estetis.","5","","","",""
"TikTok","#kpop","Bikin aku pengen bilang “cukup sampai di sini.”","5","","","",""
"TikTok","#kpop","Lagu ini kayak menutup pintu tanpa lihat ke belakang.","5","","","",""
"TikTok","#kpop","Auranya powerful banget.","5","","","",""
"TikTok","#kpop","Denger ini bikin aku lebih berani buat marah.","5","","","",""
"TikTok","#kpop","Ini bukan anger, ini liberation.","5","","","",""
"TikTok","#kpop","Kayak ngelepas semua beban dengan teriakan pelan.","5","","","",""
"TikTok","#kpop","Bikin hati panas tapi lega.","5","","","",""
"TikTok","#kpop","Reff-nya kayak tusukan balik.","5","","","",""
"TikTok","#kpop","Lagu yang pas pasang saat dunia bikin kesel.","5","","","",""
"TikTok","#kpop","Energinya intense tapi terarah.","5","","","",""
"TikTok","#kpop","Terima kasih buat lagu yang ngasih ruang buat marah.","5","","","",""
